"LGA_2011","Local Government Areas - 2011","INDEX_TYPE","Index Type","MEASURE","Measure","TIME","Time","Value","Flag Codes","Flags"
"57000","Perenjori (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",78,,
"57000","Perenjori (S)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",986,,
"57000","Perenjori (S)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1043,,
"57000","Perenjori (S)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",906,,
"57080","Perth (C)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",1063,,
"57080","Perth (C)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",518,,
"57080","Perth (C)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",10,,
"57080","Perth (C)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",92,,
"57080","Perth (C)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",126,,
"57080","Perth (C)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",10,,
"57080","Perth (C)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",91,,
"57080","Perth (C)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",815,,
"57080","Perth (C)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1133,,
"57080","Perth (C)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",16735,,
"57140","Pingelly (S)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",903,,
"57140","Pingelly (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",68,,
"57140","Pingelly (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",2,,
"57140","Pingelly (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",13,,
"57140","Pingelly (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",14,,
"57140","Pingelly (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",2,,
"57140","Pingelly (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",11,,
"57140","Pingelly (S)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",826,,
"57140","Pingelly (S)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1058,,
"57140","Pingelly (S)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",1170,,
"57210","Plantagenet (S)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",960,,
"57210","Plantagenet (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",222,,
"57210","Plantagenet (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",4,,
"57210","Plantagenet (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",40,,
"57210","Plantagenet (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",37,,
"57210","Plantagenet (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",3,,
"57210","Plantagenet (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",27,,
"57210","Plantagenet (S)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",858,,
"57210","Plantagenet (S)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1059,,
"57210","Plantagenet (S)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",4883,,
"57280","Port Hedland (T)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",1033,,
"57280","Port Hedland (T)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",471,,
"57280","Port Hedland (T)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",9,,
"57280","Port Hedland (T)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",84,,
"57280","Port Hedland (T)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",110,,
"57280","Port Hedland (T)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",8,,
"57280","Port Hedland (T)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",79,,
"57280","Port Hedland (T)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",656,,
"57280","Port Hedland (T)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1131,,
"57280","Port Hedland (T)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",15052,,
"57350","Quairading (S)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",931,,
"57350","Quairading (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",114,,
"57350","Quairading (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",3,,
"57350","Quairading (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",21,,
"57350","Quairading (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",19,,
"57350","Quairading (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",2,,
"57350","Quairading (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",14,,
"57350","Quairading (S)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",818,,
"57350","Quairading (S)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1038,,
"57350","Quairading (S)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",1042,,
"57420","Ravensthorpe (S)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",1026,,
"57420","Ravensthorpe (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",458,,
"57420","Ravensthorpe (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",9,,
"57420","Ravensthorpe (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",82,,
"57420","Ravensthorpe (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",104,,
"57420","Ravensthorpe (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",8,,
"57420","Ravensthorpe (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",75,,
"57420","Ravensthorpe (S)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",951,,
"57420","Ravensthorpe (S)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1058,,
"57420","Ravensthorpe (S)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",2123,,
"57490","Rockingham (C)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",1012,,
"57490","Rockingham (C)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",417,,
"57490","Rockingham (C)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",8,,
"57490","Rockingham (C)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",74,,
"57490","Rockingham (C)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",91,,
"57490","Rockingham (C)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",7,,
"57490","Rockingham (C)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",66,,
"57490","Rockingham (C)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",807,,
"57490","Rockingham (C)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1129,,
"57490","Rockingham (C)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",104076,,
"57560","Roebourne (S)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",1060,,
"57560","Roebourne (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",516,,
"57560","Roebourne (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",10,,
"57560","Roebourne (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",92,,
"57560","Roebourne (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",125,,
"57560","Roebourne (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",9,,
"57560","Roebourne (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",90,,
"57560","Roebourne (S)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",669,,
"57560","Roebourne (S)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1136,,
"57560","Roebourne (S)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",22927,,
"57630","Sandstone (S)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",940,,
"57630","Sandstone (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",133,,
"57630","Sandstone (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",3,,
"57630","Sandstone (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",24,,
"57630","Sandstone (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",20,,
"57630","Sandstone (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",2,,
"57630","Sandstone (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",15,,
"57630","Sandstone (S)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",940,,
"57630","Sandstone (S)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",940,,
"57630","Sandstone (S)","IRSD","Index of Relative Socio-economic Disadvantage","URP","Usual resident population","2011","2011",105,,
"57700","Serpentine-Jarrahdale (S)","IRSD","Index of Relative Socio-economic Disadvantage","SCORE","Score","2011","2011",1047,,
"57700","Serpentine-Jarrahdale (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAR","Rank within Australia","2011","2011",501,,
"57700","Serpentine-Jarrahdale (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAD","Rank within Australia - Decile","2011","2011",9,,
"57700","Serpentine-Jarrahdale (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWAP","Rank within Australia - Percentile","2011","2011",89,,
"57700","Serpentine-Jarrahdale (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSR","Rank within State or Territory","2011","2011",119,,
"57700","Serpentine-Jarrahdale (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSD","Rank within State or Territory - Decile","2011","2011",9,,
"57700","Serpentine-Jarrahdale (S)","IRSD","Index of Relative Socio-economic Disadvantage","RWSP","Rank within State or Territory - Percentile","2011","2011",86,,
"57700","Serpentine-Jarrahdale (S)","IRSD","Index of Relative Socio-economic Disadvantage","MINS","Minimum score for SA1s in area","2011","2011",940,,
"57700","Serpentine-Jarrahdale (S)","IRSD","Index of Relative Socio-economic Disadvantage","MAXS","Maximum score for SA1s in area","2011","2011",1101,,
