,,,Gifts/donations reported by taxpayers - Year ended 30 June,,Method of Travel to Work - Employed Persons - Census,,,,,,,,,,,,,,,,,,,,Households by Type - Census,,,,,Families by Type - Census,,,,,,,,Social Marital Status & Registered Marital Status - Persons aged 15 years and over - Census,,,,,,,,Access to Internet at Home - Occupied Private Dwellings - Census,,,Rent and Mortgage Payments - Census,,Unpaid Child Care - Proportion of persons aged 15 years and over - Census,,,,,Unpaid Work - Persons aged 15 years and over - Census,,Count of All Children in Family - Census,Housing Suitability - Occupied private dwellings - Census,,,Dwelling Structure - Private dwellings - Census,,,,,,Tenure Type - Occupied private dwellings - Census,,,,,Household Stress - Census,,,,Socio-Economic Indexes for Areas (SEIFA) - Australia Deciles - Census,,,,Socio-Economic Indexes for Areas (SEIFA) - State Deciles - Census,,,,Homelessness - Census,Commuting to Work - Census,,,
51890,Collie (S),2017,"1,122",100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51960,Coolgardie (S),2011,-,-,-,-,110,-,"1,001",215,-,29,16,11,26,92,"1,497",48,134,"1,249",17,200,45,"1,810",329,32,885,"1,247",3,394,45,314,111,38,6,903,3.2,954,491,870,40.2,43.0,2.8,9.3,4.6,-,-,-,788,"1,380",54.7,24.0,5.3,1.2,14.7,6.2,14.6,2.0,-,-,-,"1,107",52,58,33,3,"1,253",19.1,37.9,39.6,0.2,3.0,96.2,3.8,94.6,5.4,-,-,-,-,-,-,-,-,13.9,-,-,-,-
51960,Coolgardie (S),2013,615,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51960,Coolgardie (S),2014,605,105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51960,Coolgardie (S),2015,554,170,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51960,Coolgardie (S),2016,494,150,-,-,99,-,915,93,-,12,3,8,18,74,"1,227",50,135,"1,048",23,152,23,"1,476",344,34,819,"1,199",3,331,43,301,108,41,4,828,3.1,889,412,878,40.9,43.5,2.8,7.8,4.8,78.8,18.4,2.4,871,"1,184",57.2,21.9,5.8,0.5,14.4,6.2,14.8,1.9,38,913,190,"1,076",75,22,16,3,"1,192",20.7,37.3,38.9,0.3,2.9,96.1,3.9,94.9,5.1,2,2,1,2,2,1,1,2,12.2,45.7,39.8,61.1,61.4
51960,Coolgardie (S),2017,441,150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52030,Coorow (S),2011,-,-,-,-,5,-,215,37,-,12,-,-,23,49,348,11,9,258,72,47,-,481,138,4,285,420,2,74,20,160,22,3,3,288,2.8,393,101,233,55.2,25.7,3.5,13.0,2.5,-,-,-,574,"1,184",70.2,15.6,6.5,1.7,6.7,9.3,30.5,1.9,-,-,-,398,-,10,20,-,428,50.7,18.4,28.5,0.7,2.4,95.7,4.3,94.9,5.1,-,-,-,-,-,-,-,-,37.3,-,-,-,-
52030,Coorow (S),2013,108,150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52030,Coorow (S),2014,105,160,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52030,Coorow (S),2015,118,125,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52030,Coorow (S),2016,122,120,-,-,3,-,196,13,-,12,-,3,16,58,299,-,3,211,63,54,15,429,147,4,282,431,2,53,14,180,13,11,3,278,2.6,386,101,239,56.0,25.7,5.4,11.2,1.6,74.5,22.5,3.0,703,"1,346",71.4,13.4,6.6,0.3,8.8,10.1,36.4,2.0,3,369,32,411,5,-,14,-,430,49.4,15.5,30.3,0.9,4.2,96.3,3.7,91.5,8.5,3,4,2,6,3,3,2,4,58.9,45.5,13.3,45.3,2.3
52030,Coorow (S),2017,121,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52100,Corrigin (S),2011,-,-,-,-,3,-,278,18,-,19,3,-,17,71,412,8,9,303,85,45,9,561,146,5,287,440,2,84,18,165,12,8,3,289,2.8,428,80,231,58.8,20.4,7.9,10.2,3.0,-,-,-,430,981,66.2,17.5,8.1,1.7,7.0,11.8,42.8,2.0,-,-,-,407,8,20,3,-,438,46.0,22.0,28.8,0.9,2.5,96.9,3.1,96.4,3.6,-,-,-,-,-,-,-,-,-,-,-,-,-
52100,Corrigin (S),2013,129,122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52100,Corrigin (S),2014,145,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52100,Corrigin (S),2015,121,187,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52100,Corrigin (S),2016,120,195,-,-,3,-,278,27,-,5,-,4,10,44,374,4,4,308,84,58,16,525,121,17,287,423,2,81,12,156,21,7,3,292,2.8,388,102,248,53.9,25.9,6.3,10.3,3.7,74.9,23.2,1.7,508,"1,136",60.1,17.4,7.8,0.9,13.0,12.2,40.7,1.9,6,334,42,396,13,-,3,13,425,47.4,20.5,28.8,1.2,2.4,97.5,2.5,96.1,3.9,5,6,7,7,5,5,6,5,167.4,18.7,1.1,23.2,1.2
52100,Corrigin (S),2017,129,145,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52170,Cottesloe (T),2011,-,-,344,-,71,-,"2,161",115,6,7,25,90,36,82,"2,941",113,506,"2,353",236,405,43,"3,732",770,169,"1,846","2,778",3,754,116,756,123,57,44,"1,860",3.0,"2,594",517,"2,211",49.2,35.9,5.2,8.0,1.7,-,-,-,"1,919","3,006",62.0,18.3,7.9,0.8,10.8,10.5,26.6,1.9,-,-,-,"1,912",315,554,-,-,"2,781",40.2,25.0,31.9,0.4,2.5,90.3,9.7,89.6,10.4,-,-,-,-,-,-,-,-,5.3,-,-,-,-
52170,Cottesloe (T),2013,"1,956",300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52170,Cottesloe (T),2014,"1,855",300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52170,Cottesloe (T),2015,"1,954",315,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52170,Cottesloe (T),2016,"1,909",312,337,6,70,-,"2,208",109,3,3,15,106,39,97,"2,992",70,464,"2,361",301,304,34,"3,694",735,136,"1,937","2,807",3,771,129,812,140,68,26,"1,953",3.0,"2,699",583,"2,101",50.5,34.0,4.9,8.6,2.0,91.7,6.1,2.1,"2,495","3,071",62.4,19.9,8.8,0.8,8.2,11.9,30.2,1.9,32,"2,121",437,"1,866",411,527,-,3,"2,807",41.2,26.9,29.3,0.4,2.3,94.3,5.7,89.8,10.2,10,10,10,10,10,10,10,10,12.2,10.8,9.7,12.1,9.3
52170,Cottesloe (T),2017,"1,874",305,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52240,Cranbrook (S),2011,-,-,-,-,3,-,225,25,-,3,3,4,20,53,336,8,3,254,109,45,9,498,111,5,296,414,2,109,18,145,23,14,-,295,2.8,417,89,221,57.4,25.9,4.0,8.7,3.3,-,-,-,282,"1,067",62.6,20.2,5.7,1.8,10.0,10.0,31.0,1.9,-,-,-,404,6,-,-,-,410,43.7,23.2,31.0,1.4,1.7,94.3,5.7,96.9,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-
52240,Cranbrook (S),2013,133,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52240,Cranbrook (S),2014,141,63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52240,Cranbrook (S),2015,148,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52240,Cranbrook (S),2016,132,50,-,-,-,-,244,19,-,5,3,3,22,57,346,10,3,272,111,53,4,524,97,3,285,388,2,86,21,152,6,13,3,284,2.9,412,98,202,59.5,24.5,4.4,8.0,3.2,72.7,24.7,2.8,452,818,63.0,18.5,4.5,2.4,12.6,10.7,34.5,1.8,7,313,39,369,7,3,3,5,387,47.1,18.3,28.5,1.8,4.1,95.5,4.5,97.4,2.6,6,6,8,8,5,5,7,6,-,26.0,12.6,24.6,10.3
52240,Cranbrook (S),2017,154,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52310,Cuballing (S),2011,-,-,-,-,7,-,230,9,-,4,-,-,11,26,286,4,3,246,67,60,7,431,79,5,251,336,2,86,14,134,20,7,-,259,2.9,371,76,172,60.1,22.4,3.6,8.6,4.1,-,-,-,561,"1,235",63.6,23.4,6.1,1.6,5.2,11.0,31.9,1.8,-,-,-,330,-,-,3,-,333,45.9,37.2,14.4,0.9,1.5,91.5,8.5,99.1,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-
52310,Cuballing (S),2013,88,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52310,Cuballing (S),2014,82,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52310,Cuballing (S),2015,96,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52310,Cuballing (S),2016,94,100,-,-,5,-,215,4,-,3,-,-,13,22,267,3,5,224,46,46,10,371,89,3,216,309,2,62,16,128,3,3,3,221,2.7,336,66,159,60.6,23.4,3.2,8.3,4.4,76.7,21.0,2.9,677,"1,306",66.0,15.4,3.8,0.7,14.4,12.3,29.9,2.0,3,261,30,301,-,-,-,3,304,51.5,32.0,14.9,1.0,1.0,96.4,3.6,99.0,1.0,8,8,8,9,7,7,7,8,-,26.8,16.0,22.1,14.5
52310,Cuballing (S),2017,94,102,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52380,Cue (S),2011,-,-,-,-,-,-,30,3,-,3,-,-,3,27,65,-,-,29,8,3,5,83,47,-,58,101,2,7,3,33,7,-,-,56,2.9,65,23,88,39.1,35.6,4.4,11.1,6.7,-,-,-,339,75,62.7,9.3,1.8,-,24.0,6.7,18.2,1.9,-,-,-,90,-,-,11,-,101,46.3,8.3,30.6,4.0,10.9,96.8,3.2,96.4,3.6,-,-,-,-,-,-,-,-,211.3,-,-,-,-
52380,Cue (S),2014,22,116,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52380,Cue (S),2016,27,102,-,-,-,-,27,3,-,-,-,-,5,16,49,-,-,34,8,4,-,66,34,3,34,66,2,3,-,22,3,-,-,32,2.5,34,20,47,35.5,36.1,5.4,18.7,4.8,63.6,27.3,4.5,452,75,60.8,7.8,3.0,-,26.5,8.4,22.9,1.9,-,51,5,55,-,-,3,7,65,36.1,11.1,37.5,-,12.1,100.0,-,100.0,-,2,2,8,1,1,2,7,1,348.5,25.5,0.8,16.8,0.7
52380,Cue (S),2017,35,78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52450,Cunderdin (S),2011,-,-,-,-,8,-,334,23,-,17,-,3,14,70,474,3,8,369,66,61,6,605,129,12,339,482,2,124,18,165,24,10,3,341,2.9,500,86,284,53.2,31.8,5.3,6.2,3.1,-,-,-,487,"1,170",69.6,17.6,5.8,1.2,6.4,11.5,35.1,1.9,-,-,-,459,15,3,13,-,490,41.6,26.5,28.4,2.1,2.1,94.7,5.3,95.9,4.1,-,-,-,-,-,-,-,-,-,-,-,-,-
52450,Cunderdin (S),2013,180,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52450,Cunderdin (S),2014,185,120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52450,Cunderdin (S),2015,177,150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52450,Cunderdin (S),2016,181,158,-,-,7,-,366,17,-,14,-,-,6,73,478,3,6,389,48,78,8,619,137,7,335,479,3,120,35,158,19,15,5,348,3.0,487,97,312,51.3,34.0,4.8,7.7,2.3,77.5,19.2,3.3,691,"1,124",63.9,17.7,6.3,1.0,11.1,10.2,38.1,1.9,9,382,61,436,-,12,4,16,468,38.7,26.4,28.9,2.3,4.6,96.0,4.0,95.0,5.0,8,7,6,7,7,6,5,5,40.7,21.1,5.1,23.8,5.2
52450,Cunderdin (S),2017,198,150,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52520,Dalwallinu (S),2011,-,-,-,-,3,-,361,32,-,18,3,7,20,81,528,16,6,410,103,67,16,719,130,10,328,471,3,131,34,148,13,8,-,332,3.1,484,114,294,55.9,31.4,5.4,5.8,2.5,-,-,-,451,994,65.6,20.1,7.9,1.4,5.0,11.9,36.5,2.1,-,-,-,467,-,-,6,-,473,47.9,22.0,28.0,0.6,2.1,97.3,2.7,97.3,2.7,-,-,-,-,-,-,-,-,47.8,-,-,-,-
52520,Dalwallinu (S),2013,168,160,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52520,Dalwallinu (S),2014,161,200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52520,Dalwallinu (S),2015,172,207,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52520,Dalwallinu (S),2016,173,288,-,-,4,-,418,27,-,12,-,3,16,91,568,3,4,444,86,57,9,726,136,13,344,497,3,137,26,154,16,14,5,350,3.0,526,98,310,58.3,28.3,4.3,5.7,3.7,81.1,17.5,1.8,695,"1,078",64.0,18.9,5.2,0.9,10.8,7.6,36.0,2.0,4,396,55,458,14,4,13,7,496,40.3,22.0,34.3,1.2,0.8,97.1,2.9,96.3,3.7,9,9,8,9,9,8,8,8,28.2,23.2,5.3,30.0,13.2
52520,Dalwallinu (S),2017,153,245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52590,Dandaragan (S),2011,-,-,-,-,33,-,752,105,-,15,4,27,42,115,"1,089",18,43,863,160,162,13,"1,447",304,23,816,"1,139",2,264,38,440,50,22,11,824,2.8,"1,130",270,570,56.7,26.8,5.4,8.5,2.8,-,-,-,776,"1,842",62.7,18.6,5.6,1.0,11.9,9.0,29.8,1.9,-,-,-,"1,051",11,18,58,4,"1,142",41.7,24.2,30.0,1.8,2.5,94.1,5.9,94.2,5.8,-,-,-,-,-,-,-,-,38.8,-,-,-,-
52590,Dandaragan (S),2013,360,112,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52590,Dandaragan (S),2014,397,105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52590,Dandaragan (S),2015,403,134,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52590,Dandaragan (S),2016,381,150,-,-,29,-,766,66,3,18,4,20,48,124,"1,080",18,34,841,178,158,27,"1,453",341,35,855,"1,232",2,233,56,488,54,32,10,868,2.7,"1,168",306,715,54.8,28.0,5.3,8.5,3.5,78.5,18.1,3.2,"1,062","1,806",66.1,16.8,6.2,0.5,10.6,8.9,31.3,1.7,14,"1,002",108,"1,143",28,3,56,5,"1,235",42.2,26.8,25.5,1.7,3.7,93.8,6.2,94.6,5.4,8,7,5,9,6,6,4,8,76.8,35.4,7.2,46.2,12.4
52590,Dandaragan (S),2017,389,120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52660,Dardanup (S),2011,-,-,6,-,194,3,"4,029",446,6,60,34,23,50,62,"4,915",93,247,"4,562",230,783,92,"6,105",774,114,"3,405","4,286",3,"1,331",257,"1,383",342,104,28,"3,446",3.0,"4,555","1,140","2,715",53.9,30.6,4.5,7.9,3.2,-,-,-,"1,220","1,939",59.4,24.9,7.8,1.5,6.4,9.0,18.0,1.9,-,-,-,"3,957",211,28,92,-,"4,288",27.7,44.9,22.6,1.9,2.8,89.1,10.9,94.2,5.8,-,-,-,-,-,-,-,-,10.9,-,-,-,-
52660,Dardanup (S),2013,"2,272",75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52660,Dardanup (S),2014,"2,191",100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52660,Dardanup (S),2015,"2,229",110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52660,Dardanup (S),2016,"2,288",106,-,-,147,-,"4,417",381,3,39,25,23,72,98,"5,198",80,181,"4,869",250,828,67,"6,425",941,112,"3,769","4,828",3,"1,434",265,"1,551",398,153,36,"3,832",3.0,"4,904","1,309","3,273",52.6,30.7,5.0,8.1,3.6,85.9,12.1,2.0,"1,369","1,889",60.6,23.1,7.3,1.2,7.9,10.1,20.3,1.9,62,"4,158",363,"4,493",246,-,69,18,"4,826",29.4,45.3,21.6,1.9,1.7,91.2,8.8,92.5,7.5,8,7,3,10,7,6,2,9,27.3,18.4,10.0,13.5,9.3
